epoch,time,lr,train_loss,validation_loss,discriminator_losses
0,315.06286549568176,0.0002,0.008508996679905225,0.00669194499172176,0.11342913545904362
1,314.90917229652405,0.0002,0.006218112650363121,0.005767008274958669,0.22243412025748674
2,315.4730906486511,0.0002,0.006017015071561496,0.00584374352865204,0.053277373363622836
3,314.65312027931213,0.0002,0.005888277054472238,0.005605140883664164,8.632199984912677e-05
4,314.79745173454285,0.0002,0.005735651348511126,0.005547529985373722,6.13235110264031e-05
5,314.8592858314514,0.0002,0.005610327016186711,0.00536237225301941,0.0017077615635031638
6,313.8853325843811,0.0002,0.0055290344128138295,0.005283593866219626,2.7204317135478254e-05
7,313.576730966568,0.0002,0.005502494979002466,0.005207773695900282,1.7021142784256998e-05
8,313.9628732204437,0.0002,0.005401285749821733,0.005214686879793866,1.5711680855270464e-05
9,314.2381615638733,0.0002,0.005345869027043681,0.00531656734492111,1.3628319632342967e-05
10,314.19005131721497,0.0002,0.005282367281434659,0.005311720886656755,5.209710083667398e-06
11,313.63187289237976,0.0002,0.005247971414542528,0.005031292226542777,5.0492508688472576e-06
12,313.8655936717987,0.0002,0.00505003433596782,0.005074138425974341,0.9992207915748693
13,313.96456933021545,0.0002,0.005203250701682195,0.004973932985758669,1.0000018489770843
14,314.2685868740082,0.0002,0.005170246552850484,0.0049841391936510425,1.000000011112165
15,314.1872515678406,0.0002,0.005142679154137275,0.00500128003532845,0.9999989697280057
16,313.9956703186035,0.0002,0.005118357178401391,0.0050429730275292186,1.000002611031922
17,314.2670147418976,0.0002,0.005097434288433803,0.005011244744793335,1.0000000777851543
18,314.21562242507935,0.0002,0.005082863623062915,0.005980286228505871,1.0000001561150225
19,314.26115369796753,0.0002,0.005070318221373475,0.005088053702647927,1.000000002640501
20,314.13485956192017,0.0002,0.005057624297819955,0.004893319925906349,1.0000000437950027
21,314.2293908596039,0.0002,0.0050475418588914085,0.004931576750418053,1.0000000175397896
22,313.8262288570404,0.0002,0.005020323412354544,0.004920334095441842,0.9999999677529332
23,314.267765045166,0.0002,0.005026892407724964,0.0048677600195183406,1.0000003407730569
24,313.61094784736633,0.0002,0.0049998582364810295,0.004948304067188992,0.9999999997821144
25,314.15617322921753,0.0002,0.004986527983121266,0.004891902836086818,1.0000000007625995
26,314.4049174785614,0.0002,0.004972023552968452,0.004888859161918488,0.9999999993463432
27,314.1007523536682,0.0002,0.004970931438600329,0.004895476255966704,1.0
28,314.3322010040283,0.0002,0.004964339606929406,0.0048242442993612225,0.9999999998910573
29,314.17232847213745,0.0002,0.004948558968767539,0.00503725548498804,0.9999999995642288
30,314.0954022407532,0.0002,0.004941887342530301,0.004867045117447837,0.9999999991284576
31,314.13173246383667,0.0002,0.0049241002287387274,0.004822354256823848,1.000000000544714
32,314.2421438694,0.0002,0.004915928711101672,0.004808870618691361,0.9999999992374005
33,314.45983934402466,0.0002,0.00490952192368266,0.004866393554154076,0.9999999993463432
34,314.0039236545563,0.0002,0.004909307951121601,0.004777358317323312,0.9999999997821144
35,314.52350640296936,0.0002,0.004890054392931614,0.004790823664987767,0.9999999992374005
36,313.79692125320435,0.0002,0.004882776330774597,0.0047856827496397724,0.9999999997821144
37,313.8635094165802,0.0002,0.004879902141227079,0.004796070518278623,0.9999999997821144
38,314.4053795337677,0.0002,0.004863896108716713,0.004756256439899908,0.9999999993463432
39,314.0457012653351,0.0002,0.004863925395715219,0.004991727173799956,1.0000000008715424
40,314.1575253009796,0.0002,0.0048599117332928906,0.004732599075223449,1.0000000002178855
41,313.8170597553253,0.0002,0.004847598454435458,0.004897594080554156,0.9999999998910573
42,314.2514314651489,0.0002,0.004844776636321716,0.004836509746935548,0.9999999998910573
43,314.13636803627014,0.0002,0.004832922100400159,0.004751388667316376,0.9999999998910573
44,314.2052912712097,0.0002,0.004831749526209853,0.00472109892134425,0.9999999996731717
45,314.05386543273926,0.0002,0.004826124869848963,0.004746622028701668,1.0
46,314.0099108219147,0.0002,0.004818217758753855,0.004729948613698347,1.0
47,314.2754466533661,0.0002,0.004813582350270904,0.005289603045351709,0.9999999998910573
48,314.20670652389526,0.0002,0.004819769427732196,0.004694043347741701,0.9999999998910573
49,314.1922290325165,0.0002,0.004792114657792603,0.004747755999405739,0.9999999994552861
50,314.37274861335754,0.0002,0.004794815673152902,0.004679153788292521,0.9999999996731717
51,314.4084391593933,0.0002,0.0047873934211823945,0.004705677336506262,0.9999999996731717
52,313.3223547935486,0.0002,0.004785787271998463,0.00475592870866479,0.9999999997821144
53,313.7023425102234,0.0002,0.004776991998415303,0.004684235146151313,0.9999999996731717
54,314.1163923740387,0.0002,0.004776957847613137,0.004682126145550533,1.0
55,313.90951466560364,0.0002,0.00476336097956389,0.004715478416131456,0.9999999997821144
56,313.74745440483093,0.0002,0.004764252671830355,0.004777227519551599,0.9999999997821144
57,313.8545753955841,0.0002,0.00475945472399819,0.00470933615218235,0.9999999950975743
58,313.27317929267883,0.0002,0.0047502565249229545,0.004680729927966678,1.0
59,313.66005873680115,0.0002,0.004749777633153145,0.004683764924035891,0.9999999998910573
60,313.9421021938324,0.0002,0.004743543409107621,0.004684696445548081,0.9999999997821144
61,314.31050634384155,0.0002,0.004739640188827506,0.0048580576217721536,0.9999999998910573
62,314.46696639060974,0.0002,0.004743514882181917,0.004665575052104607,0.9999999996731717
63,314.15968894958496,0.0002,0.004555852701743756,0.0043390992000298225,0.9994611865736963
64,314.02714943885803,0.0002,0.004396365219884722,0.004396260655602982,0.9763549467648458
65,314.57578706741333,0.0002,0.004551069492738449,0.0046525804997905144,0.648100706845766
66,314.2369387149811,0.0002,0.004709068279835782,0.004552167735675562,0.01778218039503805
67,314.4816381931305,0.0002,0.004717754390782703,0.004654443554603789,0.000250404458581507
68,313.82662057876587,0.0002,0.0047130501880404685,0.00463557169224501,0.003066259111055522
69,314.37314105033875,0.0002,0.004703566677694994,0.004659528189774932,0.0003543900416978018
70,314.2788999080658,0.0002,0.00470720834140429,0.004633912060680929,3.9701089631440526e-05
71,314.3733413219452,0.0002,0.004705033474444615,0.004667535539174193,1.4272566067503613e-05
72,314.03649854660034,0.0002,0.0047004976619258974,0.004648213607813173,1.1504583093332834e-05
73,314.09601402282715,0.0002,0.0046901514925337395,0.004764080563371506,7.264202250945051e-06
74,314.49278473854065,0.0002,0.004695225126136094,0.004678171800001513,4.753429466047293e-06
75,314.36642050743103,0.0002,0.004686848051609162,0.004647907880547491,8.715550433286047e-06
76,314.40208172798157,0.0002,0.004585512752450525,0.004604435129433021,0.1882342269937189
77,314.40851402282715,0.0002,0.004676192746660669,0.004711353193520557,0.0003116019660766155
78,314.25367975234985,0.0002,0.004677408497177887,0.004640434939367107,0.00882563787067533
79,314.4518885612488,0.0002,0.004532213062363616,0.004614099263378619,0.2414248671819444
80,314.39234709739685,0.0002,0.004668396474386146,0.0046227324158660595,0.002555607531270633
81,314.3452537059784,0.0002,0.0046617425730615504,0.004625559367439886,0.00013511811671581447
82,314.22860312461853,0.0002,0.0046629904408211405,0.004609300289303064,4.638760807765796e-05
83,314.10020089149475,0.0002,0.0046592623843119615,0.004669469342083682,2.0269761505476104e-05
84,313.6208906173706,0.0002,0.004657554110249419,0.0056510817265444544,1.4377679601309801e-05
85,314.2738826274872,0.0002,0.004655951168654102,0.004639969991307847,2.886979704128214e-05
86,314.1989758014679,0.0002,0.004654595068495675,0.004621911929519494,0.0001967506198606856
87,314.297155380249,0.0002,0.00464433274940575,0.004657877214205793,0.0016312672201697685
88,314.14234352111816,0.0002,0.004644827425565979,0.0046320590986339725,6.349497421736787e-05
89,314.58118081092834,0.0002,0.004621094997898756,0.0045925877720141145,0.0364138639530186
90,314.4575185775757,0.0002,0.004606250153543428,0.004603890405932465,0.06365450907907935
91,313.95811462402344,0.0002,0.00464672758466066,0.004620989878909497,0.0088014194238857
92,313.4617908000946,0.0002,0.004632301595475915,0.004645648356409201,9.69500375442384e-05
93,313.9123408794403,0.0002,0.004627697285580324,0.00461730160278893,5.891682658299981e-05
94,314.4736764431,0.0002,0.004629325330015529,0.004611172890172729,0.0003545329319162942
95,313.799684047699,0.0002,0.00462402650646274,0.00462744076282399,3.865346998294049e-05
96,314.27608156204224,0.0002,0.004621743304486286,0.004600968651025545,5.739075506621454e-06
97,314.3840751647949,0.0002,0.004621249700255584,0.004630633002099923,2.4817483272461914e-05
98,314.1914744377136,0.0002,0.004616042842788298,0.004639779892455362,0.0029926446124256822
99,314.0692927837372,0.0002,0.004614011636109922,0.004637599620626226,2.2666387783559596e-05
100,314.19534063339233,0.0002,0.004615199538250665,0.004603431157803139,4.887297881345576e-06
101,314.46350741386414,0.0002,0.004611341790758878,0.004623255265075006,2.6494293619637178e-06
102,314.3807590007782,0.0002,0.004605714336187986,0.004615218707218861,0.0001008504068434351
103,314.42249727249146,0.0002,0.004602600665826578,0.004629492142261301,9.528422260469648e-06
104,314.76848459243774,0.0002,0.00460182034663924,0.004776795032210177,3.5848853667432543e-06
105,314.046267747879,0.0002,0.004548264364841469,0.0036076639353038297,0.06670704455886807
106,314.29515266418457,0.0002,0.004560127710301238,0.004548082244582474,0.09970508546945514
107,314.29066348075867,0.0002,0.004589496517244141,0.004597334941271456,3.677646006478486e-05
108,314.2725911140442,0.0002,0.004590928951697355,0.004621050556343567,1.0052777713361614e-05
109,314.41792035102844,0.0002,0.004592851206411872,0.004609219119825129,8.742625727150594e-06
110,313.9588921070099,0.0002,0.004584238109403631,0.004596962375401319,5.579278005605857e-06
111,314.1248631477356,0.0002,0.004585859453825144,0.004598731074859447,3.874070758926875e-06
112,314.16403675079346,0.0002,0.004583220497843955,0.004610988329152895,3.758751815747045e-06
113,314.40728187561035,0.0002,0.0045827606746136835,0.004671731524617423,1.912494590119293e-06
114,314.22774291038513,0.0002,0.004585329733920167,0.005032439017668366,1.0409344498728348e-06
115,314.4082577228546,0.0002,0.004586756258561982,0.004599550690301517,0.00011844538221570948
116,314.57211661338806,0.0002,0.004573981020184833,0.004595533434796749,2.046103398288776e-06
117,314.42459774017334,0.0002,0.004572597053260516,0.004599611192375798,1.394951102461893e-06
